year,make,model,trim,body,transmission,state,condition,odometer,color,interior,mmr,sellingprice
2008,GMC,Acadia,SLT-1,SUV,automatic,nj,4.4,101787.0,silver,gray,10750,12700
2011,BMW,3 Series,328i xDrive,Sedan,automatic,oh,4.5,33024.0,blue,beige,19400,21000
2005,Chevrolet,Malibu,LS,sedan,automatic,fl,2,107170.0,gray,gray,2400,2300
2014,Ford,Taurus,Limited,Sedan,automatic,tn,4.9,16763.0,red,tan,21300,22500
2012,Toyota,RAV4,Base,suv,automatic,nj,2.9,33819.0,black,gray,14700,13700
2014,Mercedes-Benz,SL-Class,SL550,Convertible,automatic,tx,4.9,1870.0,silver,black,85000,84500
2010,Ford,F-150,FX4,SuperCrew,automatic,il,3.1,65142.0,white,gray,21100,22500
2014,Ford,Fusion,SE,Sedan,,co,4.1,28797.0,black,black,14800,15000
2014,Toyota,Camry,L,Sedan,automatic,fl,4.8,5721.0,white,gray,16200,16300
2012,Mitsubishi,Lancer,ES,Sedan,automatic,tx,3.9,39825.0,blue,black,8775,9800
2013,Nissan,Leaf,SV,hatchback,automatic,wa,4.5,11421.0,—,black,9875,10900
2014,Ram,1500,SLT,Quad Cab,automatic,pa,4,12843.0,blue,gray,26300,27000
2014,Honda,Civic,LX,Sedan,automatic,ca,4.9,7895.0,white,beige,14700,15700
2013,Ford,Focus,SE,Sedan,automatic,fl,4.3,53208.0,red,black,9150,9200
2012,Nissan,Altima,2.5 S,Coupe,automatic,ca,4.3,54572.0,blue,black,11950,12200
2014,Toyota,Corolla,LE,Sedan,automatic,fl,3.7,38576.0,silver,—,12850,12600
2001,Hyundai,XG300,Base,Sedan,automatic,ca,2.8,122189.0,gray,black,1000,2100
2007,Acura,TL,Base,Sedan,automatic,fl,2.8,70930.0,white,gray,11100,11700
2007,Ford,F-150,FX4,supercrew,,mi,1.9,66912.0,red,black,16500,15600
2012,Jeep,Liberty,Sport,SUV,automatic,tx,4.2,67204.0,silver,gray,12900,13000
2014,Ford,E-Series Wagon,E-350 Super Duty XLT,Van,automatic,tn,4.9,21266.0,white,gray,19450,19400
2011,Buick,LaCrosse,CXS,Sedan,automatic,mo,4.4,16757.0,—,black,19600,18800
2009,Toyota,Camry,LE,Sedan,automatic,co,2.2,125458.0,black,tan,7025,6900
2003,Saturn,VUE,Base,SUV,,va,,136665.0,white,—,1600,1850
2010,Dodge,Charger,SXT Fleet,Sedan,automatic,fl,4.4,73958.0,white,gray,9950,11300
2007,Mercedes-Benz,S-Class,S550,Sedan,automatic,ca,3.8,78190.0,black,—,20600,21000
2012,Chevrolet,Traverse,LT,suv,automatic,fl,3.8,74213.0,silver,gray,16800,15400
2014,Chrysler,300,S,Sedan,automatic,tx,3.7,24606.0,black,black,23600,23900
2014,Dodge,Journey,SXT,SUV,automatic,va,5,20742.0,blue,black,15900,15300
2013,Toyota,Corolla,LE,Sedan,automatic,az,2.7,50636.0,silver,gray,10450,10200
2014,Volkswagen,Jetta,Base,Sedan,manual,ca,4.8,10342.0,blue,black,11550,12000
1993,buick,century,special,,automatic,la,,136027.0,blue,—,475,800
2008,Scion,xB,Base,Wagon,automatic,hi,2.4,87412.0,silver,black,6650,6100
2014,Chevrolet,Impala,LTZ,sedan,,pa,4.2,14676.0,red,gray,25600,26000
2007,Saturn,Aura,XR,Sedan,automatic,az,,94799.0,black,black,4900,4500
2013,Hyundai,Elantra,GLS,sedan,automatic,ca,2.3,14695.0,black,gray,11750,11100
2008,Chrysler,Sebring,LX,Sedan,,nc,2.6,128358.0,white,gray,3300,2000
2002,Kia,Sedona,LX,Minivan,automatic,tx,1.8,131878.0,black,—,1150,1500
2011,BMW,3 Series,328i xDrive,Coupe,,pa,3.5,51035.0,black,black,18200,18000
2007,Chevrolet,Silverado 1500 Classic,LS,Extended Cab,automatic,tn,4.9,137974.0,—,gray,8775,9200
2002,Chevrolet,Avalanche,1500,Crew Cab,automatic,ca,1.9,218501.0,red,gray,2975,2600
2012,Toyota,Tundra,Tundra FFV,CrewMax Cab,automatic,mo,1.9,44796.0,—,black,29000,23600
2004,Mercury,Mountaineer,Convenience,suv,,co,1.9,129193.0,blue,beige,3100,2100
2013,Nissan,Frontier,SV,Crew Cab,automatic,nv,4.5,33091.0,white,gray,20100,22000
2012,Ford,Fusion,SEL,Sedan,automatic,il,3.7,37138.0,gray,black,12800,12300
2011,Ford,Explorer,XLT,suv,,pa,4.1,68390.0,white,black,18600,17400
2012,BMW,3 Series,328i,sedan,automatic,ca,4.8,17115.0,blue,—,24400,24500
2012,Volkswagen,CC,Sport,Sedan,automatic,fl,2,28314.0,—,tan,13700,12400
2005,Toyota,Highlander,V6,SUV,automatic,ma,2.2,183349.0,white,tan,4425,4000
2012,Ford,Focus,SEL,Sedan,automatic,md,4.5,59556.0,silver,black,8875,8800
2014,Kia,Soul,+,Wagon,automatic,nj,4.6,12325.0,gray,gray,14200,13300
2011,Ford,Taurus,SEL,Sedan,automatic,fl,3.1,95931.0,white,gray,9325,11400
2012,MINI,Cooper Countryman,S,wagon,automatic,fl,4.2,39554.0,black,black,17300,16500
2012,Nissan,Pathfinder,LE,suv,automatic,nj,4.3,49537.0,gray,black,20100,19100
2014,GMC,Sierra 1500,Base,Regular Cab,automatic,az,3.4,44385.0,white,gray,15600,16400
2010,Dodge,Caliber,SXT Fleet,wagon,automatic,tx,3.7,97333.0,white,gray,5225,8500
2012,Dodge,Grand Caravan,SXT,minivan,automatic,ga,3.2,175367.0,white,black,7100,5800
2013,Dodge,Grand Caravan,SXT,Minivan,,fl,4.1,39302.0,beige,gray,13800,13200
2007,Kia,Sportage,LX,SUV,automatic,tx,3.3,118165.0,green,gray,4150,4800
1998,Saturn,S-Series,SL2,Sedan,manual,ca,1,69468.0,gold,gray,1175,600
2014,Toyota,Camry,SE,sedan,automatic,wi,3.6,20005.0,gray,black,15800,15100
2012,Lincoln,MKZ,Base,Sedan,automatic,tx,3.8,26107.0,—,tan,16550,16500
2012,Ford,Fusion,SE,Sedan,automatic,nj,3.6,49463.0,—,black,10900,9500
2007,Nissan,Murano,SL,SUV,automatic,fl,2.2,86688.0,black,black,8925,7200
2002,Ford,Mustang,Deluxe,Convertible,,va,1.9,100656.0,silver,gray,2950,3700
2012,Ford,Flex,SEL,Wagon,automatic,il,2.5,42193.0,silver,gray,20100,16800
2013,Volkswagen,Jetta,SE PZEV,Sedan,,pa,3.4,42364.0,black,black,11350,11100
2014,Kia,Optima,LX,Sedan,automatic,oh,4.4,10716.0,silver,beige,15750,15000
2012,Nissan,Altima,2.5,Sedan,automatic,pa,2.5,33317.0,blue,black,11750,11200
2001,Honda,Odyssey,EX,minivan,,va,1,204596.0,beige,tan,1000,300
2002,Acura,RL,3.5,Sedan,automatic,ga,2.2,228105.0,off-white,beige,2000,2100
2005,GMC,Yukon,Fleet,SUV,automatic,wa,2.9,137581.0,black,gray,6500,7300
2004,Dodge,Dakota,SLT,club cab,automatic,mo,2.2,89525.0,blue,gray,5300,5300
2014,Mercedes-Benz,CLA-Class,CLA250,Sedan,automatic,fl,4.6,13437.0,silver,black,28800,29800
2014,Chevrolet,Cruze,1LT,Sedan,automatic,fl,3,16804.0,white,—,12500,12500
2011,Infiniti,G Coupe,G37,G Coupe,automatic,fl,3.8,35104.0,black,black,20300,19000
2004,honda,pilot,awd lx,,automatic,or,2.4,135719.0,black,gray,4400,7100
2012,Nissan,Rogue,SV,SUV,automatic,pa,3.6,29601.0,gray,black,16350,17000
2012,Chevrolet,Silverado 1500,LT,Crew Cab,automatic,tn,2.7,53976.0,white,—,21800,20400
2012,Nissan,Altima,2.5 S,Sedan,automatic,fl,4.3,53402.0,white,beige,10800,10800
2012,Mercedes-Benz,C-Class,C250 Sport,Sedan,automatic,tx,2.9,18388.0,black,black,22200,22000
2013,Dodge,Dart,SE,Sedan,automatic,nc,4.8,21387.0,black,—,9725,9600
2012,Toyota,Prius v,Three,Wagon,automatic,ca,2.6,36001.0,blue,black,17500,16300
2012,Dodge,Durango,Crew,suv,automatic,oh,3.8,49032.0,white,black,23000,21400
2005,Mercedes-Benz,C-Class,C240 Luxury 4MATIC,Sedan,,md,3.5,108352.0,gray,beige,5300,4900
2013,Ford,Explorer,XLT,SUV,automatic,ca,3.5,61855.0,silver,black,21200,20600
2014,Ford,E-Series Van,E-150,E-Series Van,automatic,fl,3.9,16834.0,white,gray,18650,18800
2004,Dodge,Ram Pickup 1500,SLT,Quad Cab,automatic,az,,167399.0,white,tan,4475,3200
2006,Dodge,Dakota,ST,Quad Cab,automatic,in,2,122917.0,blue,gray,5700,3500
2013,Ford,Fusion,SE,Sedan,automatic,ny,4.6,11388.0,gray,black,14850,15300
2013,Hyundai,Veloster,Turbo,Hatchback,automatic,tx,3.7,25076.0,silver,black,15200,15600
2014,Ford,F-150,XL,regular cab,,mo,5,5063.0,white,gray,17750,18200
2015,Chrysler,Town and Country,Touring,minivan,automatic,il,4,8252.0,gray,black,23400,24250
2014,Chevrolet,Malibu,LS Fleet,Sedan,,tx,4.2,25172.0,white,gray,13650,13800
2012,Chevrolet,Camaro,LS,coupe,manual,pa,4.6,4879.0,black,black,17350,17800
2014,Ford,Escape,SE,suv,,pa,2,35287.0,silver,gray,17500,7700
2008,Audi,A4,2.0T quattro,Sedan,manual,tn,2.7,84686.0,blue,gray,9675,7900
2000,Toyota,4Runner,Limited,SUV,,va,2.1,189896.0,silver,tan,4050,3100
2013,Ford,Escape,S,SUV,automatic,mo,2.7,23393.0,silver,black,14750,13900
2013,Ford,Flex,SEL,Wagon,automatic,la,,34430.0,black,—,20600,19000
2005,Nissan,Murano,SL,SUV,automatic,va,3.4,151134.0,gray,black,4250,4100
2015,MINI,Cooper Countryman,Base,Wagon,automatic,ga,4.8,18415.0,white,black,21700,20000
2013,Ford,F-150,FX4,SuperCab,automatic,il,4.6,25043.0,white,gray,28200,23400
2006,BMW,5 Series,530xi,Sedan,,nj,2.8,67041.0,gray,gray,10650,11400
2004,Mercedes-Benz,E-Class,E320 4MATIC,Wagon,automatic,md,4.3,159490.0,black,beige,3350,3900
2010,Nissan,Rogue,SL,suv,automatic,md,2.7,101878.0,—,black,9675,7600
2011,GMC,Sierra 1500,SLE,Crew Cab,automatic,fl,2.7,31832.0,red,black,26500,27200
2015,Ford,Mustang,GT,coupe,automatic,tx,4.8,14647.0,—,black,29300,28600
2011,Ram,1500,ST,Quad Cab,automatic,ga,2.8,63038.0,brown,gray,13800,16500
2015,Volvo,S60,T5 Drive-E,Sedan,automatic,ga,3.7,32214.0,white,black,21100,21000
2014,Ram,1500,SLT,Quad Cab,automatic,tx,4.4,28235.0,black,gray,21200,21400
2014,Ford,Expedition,EL King Ranch,SUV,automatic,tn,4.6,32884.0,red,beige,31200,32300
2010,Ford,Edge,SEL,SUV,automatic,mi,3,119534.0,black,black,9500,8500
2014,Lincoln,MKS,Base,Sedan,automatic,tn,4.9,11190.0,—,black,29600,28000
2003,Toyota,Corolla,CE,Sedan,manual,ca,2.5,162899.0,silver,gray,3050,2600
2013,Volkswagen,Beetle,2.5L PZEV,Hatchback,automatic,ca,4.3,44596.0,silver,black,11250,11400
2013,Toyota,Avalon,XLE,sedan,automatic,il,3.8,45906.0,gray,tan,17600,17100
2005,Chevrolet,Equinox,LS,SUV,automatic,mi,1.9,81141.0,beige,tan,4650,4000
2013,Infiniti,G Sedan,G37x,G Sedan,automatic,nj,3.8,22272.0,gray,black,21400,20900
2011,Ford,Expedition,XLT,SUV,automatic,tx,,63804.0,black,black,19700,20000
2002,Chevrolet,Avalanche,1500,Crew Cab,automatic,ga,2.6,150436.0,black,black,4525,4900
2012,BMW,5 Series,528i xDrive,Sedan,automatic,oh,4.1,38685.0,gray,black,29000,30250
2003,Toyota,4Runner,SR5,suv,automatic,tx,2.4,232032.0,black,gray,3875,4200
2007,Acura,TL,Base,Sedan,automatic,ca,2.3,59676.0,red,beige,11450,12000
2012,Ford,Fusion,SEL,Sedan,automatic,co,3.9,39281.0,blue,black,12400,13100
2008,Toyota,Camry,LE V6,Sedan,,pa,2.7,93567.0,gray,gray,8600,8900
1994,Chevrolet,S-10 Blazer,Base,SUV,automatic,ga,2,93369.0,red,tan,850,400
2013,Nissan,Maxima,3.5 S,sedan,automatic,az,2.2,46189.0,gray,black,14150,14900
2007,Jaguar,XK-Series,XK,Convertible,automatic,fl,2.8,71872.0,black,black,17150,14300
2013,Ford,Focus,SE,Sedan,automatic,ca,4.2,10947.0,white,tan,11900,12900
2013,Hyundai,Sonata,Limited,Sedan,,pa,4,41613.0,—,beige,15400,16250
2004,Toyota,4Runner,SR5,SUV,,va,,140055.0,silver,—,6425,6400
2006,Dodge,Ram Pickup 1500,ST,Quad Cab,automatic,tx,2.3,171255.0,black,gray,3775,5000
2011,Nissan,Maxima,3.5 SV,Sedan,,pa,2.9,35477.0,white,beige,16800,17100
2013,Ford,Escape,SEL,SUV,automatic,pa,4.2,17373.0,red,black,22000,22600
2006,Nissan,Murano,SL,SUV,automatic,ca,3.2,82117.0,white,beige,7625,9100
2011,Jeep,Wrangler,Sport,SUV,automatic,ca,3.7,65587.0,orange,black,16500,17000
2015,Nissan,Altima,2.5 S,sedan,automatic,mn,2.8,3016.0,red,blue,15950,15000
2012,Honda,Civic,LX,Sedan,automatic,nc,3.5,60796.0,black,gray,9975,9700
2009,GMC,Envoy,SLE,SUV,automatic,nv,3.9,71153.0,white,black,7400,9400
2014,Chevrolet,Cruze,1LT,Sedan,automatic,fl,4,9029.0,black,black,12800,13000
2012,Toyota,Corolla,LE,Sedan,automatic,md,3.6,60495.0,gray,gray,9400,9500
2011,Chevrolet,Suburban,LTZ 1500,SUV,automatic,nc,,88559.0,silver,gray,26400,27000
2014,Chevrolet,Equinox,LS,SUV,automatic,or,4.2,30862.0,black,black,17250,17500
2004,Nissan,Murano,SL,suv,automatic,pa,2.5,97574.0,brown,gray,5075,4700
2014,Jeep,Grand Cherokee,Limited,SUV,automatic,ca,4.3,25748.0,gold,black,28400,27500
2013,Lexus,RX 350,Base,suv,,pa,4.1,23231.0,beige,beige,32100,31900
2008,Jeep,Wrangler,Rubicon,suv,automatic,ca,3.7,45231.0,white,gray,22500,24750
2010,Ford,F-150,XLT,SuperCrew,automatic,oh,3.4,98513.0,gray,tan,16050,15800
2009,Chrysler,300,Touring,Sedan,automatic,nc,2.1,109354.0,gray,gray,7800,8200
2013,Hyundai,Sonata,GLS,Sedan,automatic,tx,4.1,40384.0,white,beige,12200,12500
2008,Toyota,Tundra,SR5,CrewMax Cab,automatic,mi,3.2,62314.0,blue,black,23800,20100
2007,Nissan,Altima Hybrid,Base,Sedan,automatic,ma,3.3,169453.0,blue,gray,4900,3550
2014,Honda,Civic,LX,Sedan,automatic,pa,4.1,6216.0,white,gray,15200,22700
2009,Dodge,Charger,Base,Sedan,automatic,nc,2.8,108018.0,gold,—,7275,6300
2000,Chevrolet,Monte Carlo,SS,Coupe,automatic,mi,1.9,200815.0,black,black,1075,600
2008,Honda,Civic,LX,Sedan,automatic,ga,1.9,63491.0,blue,gray,7775,4900
2013,Dodge,Avenger,SXT,sedan,automatic,fl,4.3,56572.0,white,black,9375,9900
2008,GMC,Yukon,SLE,SUV,automatic,ga,4.1,108207.0,white,beige,15950,16000
2012,Cadillac,Escalade,Luxury,SUV,automatic,ca,2.9,32201.0,white,beige,42000,41000
2013,Mercedes-Benz,C-Class,C250,Coupe,automatic,oh,4.6,12160.0,black,black,25500,26200
2011,Mitsubishi,Outlander,ES,suv,automatic,pr,4.2,30035.0,gray,black,10550,11600
2001,Lexus,IS 300,Base,Sedan,automatic,fl,1.9,130571.0,black,beige,3300,3500
2012,Dodge,Challenger,R/T,Coupe,automatic,tx,4.4,36996.0,blue,black,22600,23000
2013,Dodge,Grand Caravan,SE,Minivan,automatic,fl,3.7,59040.0,gold,beige,11350,11100
2013,BMW,5 Series,528i,Sedan,automatic,ca,4.1,36965.0,blue,beige,26300,27750
2007,Chevrolet,TrailBlazer,LS,SUV,automatic,pa,3.2,131173.0,gray,gray,4275,3600
2013,Mercedes-Benz,S-Class,S550,Sedan,automatic,tx,3.9,11645.0,black,black,53400,50500
2010,Honda,CR-V,EX,SUV,automatic,hi,3.5,40860.0,gray,black,13700,14750
2007,Mercedes-Benz,C-Class,C280 Luxury,sedan,automatic,wa,2.7,122838.0,black,black,6000,3400
2014,Chrysler,Town and Country,Touring,Minivan,automatic,fl,4,18667.0,blue,black,19800,19300
2008,Mitsubishi,Endeavor,LS,SUV,automatic,va,3.3,72858.0,silver,black,6600,5000
2014,Chevrolet,Cruze,1LT,sedan,automatic,ne,2.8,47502.0,white,black,10750,9900
2007,Pontiac,G6,Value Leader,Sedan,automatic,tx,2.8,90431.0,gray,black,3925,6400
2007,Chevrolet,Silverado 1500 Classic,LS,Extended Cab,automatic,sc,3.2,130593.0,white,black,11050,12200
2008,Ford,Expedition EL,King Ranch,SUV,,tx,2.9,96793.0,white,beige,11150,13700
2013,Chevrolet,Suburban,LT 1500,SUV,automatic,fl,4.3,32508.0,beige,tan,27500,27000
2003,Mercedes-Benz,C-Class,C230,Hatchback,,pa,2.8,153898.0,gray,black,2350,2000
2005,GMC,Sierra 1500,SLE,Crew Cab,automatic,fl,2.1,145539.0,black,gray,10150,9300
2012,Chevrolet,Impala,LT Fleet,Sedan,automatic,mi,4.1,57849.0,black,black,9225,7000
2012,Ford,Fusion,SEL,Sedan,automatic,tx,2.8,76800.0,gray,beige,9600,9600
2011,Chevrolet,Tahoe,LT,SUV,,pa,4.6,35616.0,red,beige,27700,30000
2013,Ford,Fusion,S,sedan,automatic,tn,4,36696.0,red,gray,11500,12700
2013,Land Rover,Range Rover Sport,HSE,SUV,automatic,fl,5,31748.0,black,tan,48400,50500
2012,Ford,F-150,Platinum,SuperCrew,automatic,ms,4.4,39761.0,—,gray,32200,30500
2008,Mercury,Mariner,Base,suv,automatic,tx,3.9,129021.0,silver,beige,5100,5300
2000,Nissan,Maxima,SE,Sedan,,nj,1.9,114985.0,silver,black,1375,1500
2011,Chevrolet,HHR,LT,Wagon,automatic,ga,2,74738.0,silver,black,6150,5700
2012,Ford,F-150,XLT,SuperCrew,automatic,tn,3.8,38155.0,—,gray,25100,25400
2005,Chevrolet,Tahoe,LS,SUV,automatic,va,2.7,127320.0,silver,gray,5925,6000
2013,Ram,2500,Tradesman,Crew Cab,automatic,tx,2.7,43035.0,black,gray,30700,26100
2004,Volkswagen,Touareg,V8,SUV,automatic,wa,2.2,119720.0,silver,black,4700,4800
2010,Mazda,Mazdaspeed3,Sport,Hatchback,manual,ca,,95638.0,black,—,9550,11600
2012,Ford,Edge,SEL,SUV,automatic,nj,4.9,19624.0,red,tan,21200,21000
2013,Nissan,Versa,1.6 S Plus,Sedan,automatic,ca,4.3,26850.0,blue,black,10100,9500
2013,Chevrolet,Cruze,2LT,Sedan,automatic,tx,2.8,60646.0,silver,—,9925,9900
2009,Ford,F-250 Super Duty,XL,Crew Cab,automatic,tx,1.9,157011.0,black,brown,20400,22000
2012,Nissan,Altima,2.5 S,Sedan,automatic,tx,3.7,40522.0,white,tan,11700,12000
2014,Mitsubishi,Outlander Sport,ES,SUV,automatic,tx,4.4,14180.0,black,black,13400,14100
2004,Ford,F-150,XLT,SuperCrew,automatic,il,1.9,135706.0,gray,black,6600,5300
2014,Nissan,NV Cargo,3500 S,Van,,pa,2.1,52951.0,white,gray,21500,16300
2012,BMW,X3,xDrive28i,suv,automatic,ma,3.4,38982.0,blue,tan,24900,24800
2013,Nissan,Altima,2.5 S,Coupe,automatic,ca,2.8,40129.0,silver,black,13150,13200
2011,Audi,Q5,2.0T Premium quattro,SUV,automatic,fl,2.6,32447.0,white,brown,24700,18800
2012,Honda,Accord,EX,Coupe,automatic,ga,3.7,41028.0,black,black,13100,14100
2014,Chevrolet,Impala,LT,Sedan,automatic,il,4,23416.0,gray,gray,18100,17900
2003,Honda,Accord,LX,Sedan,automatic,tx,2,167776.0,black,tan,3300,2700
2012,BMW,3 Series,328i,Convertible,automatic,nj,3.8,43662.0,black,brown,25600,25500
2012,Ford,Escape,XLT,SUV,automatic,hi,3.3,22331.0,white,beige,15300,14250
2008,Toyota,Prius,Touring,Hatchback,automatic,wa,3.5,141411.0,red,gray,6275,7700
2013,Mazda,Mazda2,Sport,hatchback,,pa,2.7,54741.0,blue,—,8225,6900
2014,Ford,Explorer,Limited,SUV,automatic,tx,3.5,37145.0,red,black,27700,26700
2002,Chrysler,PT Cruiser,Touring Edition,Wagon,automatic,oh,1.9,91179.0,red,gray,1350,1500
2007,Chevrolet,Impala,LT,sedan,automatic,ms,3,114151.0,gray,gray,4075,4200
2004,Pontiac,Grand Am,SE1,Sedan,automatic,oh,1.9,130482.0,burgundy,black,1800,3400
2015,Jeep,Grand Cherokee,Limited,SUV,automatic,co,5,17667.0,white,beige,34200,35000
2009,Hyundai,Elantra,GLS,Sedan,automatic,wi,1.9,75092.0,silver,gray,5575,6000
2013,Nissan,Leaf,SV,Hatchback,automatic,ca,4.6,21697.0,—,gray,13250,12500
2014,Hyundai,Elantra,SE,Sedan,automatic,fl,3.8,30960.0,silver,gray,11600,11800
2014,Kia,Optima,LX,Sedan,automatic,fl,4.2,13488.0,purple,beige,15500,15300
2014,Dodge,Durango,Limited,SUV,automatic,pa,4,35126.0,black,black,28100,28600
2005,Honda,Accord,Hybrid,Sedan,automatic,tx,2.8,166280.0,silver,gray,3950,3900
2000,Honda,Accord,LX,Sedan,manual,nc,,245733.0,white,tan,1000,1300
2012,Ram,1500,Sport,Crew Cab,automatic,tx,2,51558.0,black,black,21400,21800
2004,Mazda,Mazda3,i,Sedan,automatic,fl,2.9,122719.0,black,black,2550,4100
2004,,,,,,ca,2.9,129371.0,blue,gray,2675,5100
2006,BMW,X3,3.0i,SUV,automatic,fl,3.1,74951.0,gray,silver,10100,11200
2011,BMW,3 Series,335d,Sedan,automatic,ca,3.7,32074.0,black,black,23200,21500
2013,Nissan,Altima,2.5,Sedan,automatic,ca,3.7,48127.0,red,black,11400,11700
1999,,,,,,nj,2.3,113730.0,red,tan,925,1000
2011,Acura,RDX,SH-AWD,suv,automatic,pa,4.5,79007.0,white,black,16150,16500
2013,Nissan,Rogue,S,SUV,automatic,ca,4.7,62712.0,gray,gray,12450,13000
2012,Hyundai,Sonata,Limited,Sedan,automatic,tn,4.1,53072.0,black,purple,14150,12500
2011,Toyota,Camry,LE,sedan,automatic,mn,1.9,68238.0,silver,gray,9800,9800
2003,Mercedes-Benz,E-Class,E500,Sedan,automatic,nj,3.8,81839.0,gray,gray,6825,5600
2013,Ford,Mustang,V6,Convertible,automatic,ca,3.5,59539.0,red,gray,12800,11400
2009,Saturn,Aura,XE,Sedan,,va,2.8,90066.0,burgundy,gray,5250,4200
2011,Chevrolet,Colorado,LT1,Crew Cab,automatic,fl,2.5,89947.0,black,black,10850,9700
2014,Ford,Fiesta,SE,Hatchback,automatic,fl,4.3,29138.0,white,black,10600,10000
2005,Saturn,VUE,Base,SUV,automatic,nv,2.3,117477.0,silver,gray,2425,2400
2013,Dodge,Grand Caravan,SXT,Minivan,automatic,fl,2.1,59745.0,white,black,11500,10100
2009,Jaguar,XF,Premium Luxury,Sedan,automatic,fl,3.5,59750.0,gray,black,17950,18600
2014,Ford,Mustang,V6,Coupe,automatic,ca,3.9,39160.0,red,gray,17550,17400
2014,Ford,Fusion Hybrid,SE,Sedan,automatic,ga,4.9,18603.0,white,beige,20600,20800
2014,Chevrolet,Cruze,2LT,Sedan,automatic,ca,3.7,37949.0,blue,black,12800,13600
2004,Saturn,ION,2,Sedan,automatic,mi,,137870.0,gray,gray,1425,350
2010,Cadillac,SRX,Luxury,suv,automatic,il,3,47970.0,blue,tan,18100,17300
2014,Hyundai,Equus,Signature,Sedan,automatic,fl,5,434.0,gray,black,43700,42000
2004,BMW,5 Series,525i,Sedan,automatic,ca,1.9,141853.0,—,black,5050,3200
2008,Scion,xD,Base,Hatchback,automatic,ca,1.9,85681.0,gray,black,6175,6300
2013,Toyota,Yaris,L,Hatchback,automatic,ca,2,32258.0,white,black,10000,5000
2013,Honda,Civic,LX,Sedan,automatic,tx,3.1,34697.0,silver,gray,13200,13400
2013,Ford,Fusion,Titanium,Sedan,automatic,fl,3.8,18377.0,gray,black,18400,16500
2014,Ford,Fiesta,SE,Hatchback,automatic,md,1,19475.0,black,gray,10900,5300
2012,BMW,3 Series,335i,coupe,automatic,ca,2.6,19796.0,white,black,28600,26500
2013,Hyundai,Sonata,Limited,Sedan,automatic,fl,4.2,18833.0,blue,gray,17100,17000
2010,Dodge,Charger,SXT Fleet,Sedan,automatic,pa,2.9,65214.0,blue,black,10600,10700
2013,Nissan,Murano,SV,suv,automatic,fl,3.3,54377.0,black,black,15200,15100
2006,Nissan,Murano,S,SUV,automatic,ca,3.7,141643.0,silver,black,4575,6200
2013,Chrysler,Town and Country,Touring,Minivan,automatic,ca,4.3,66259.0,gray,black,13850,13800
2014,Ford,Taurus,Limited,Sedan,automatic,fl,4.3,22744.0,blue,black,20300,20500
2005,Chrysler,Town and Country,Base,Minivan,automatic,nc,1.9,128778.0,silver,beige,2125,1200
2012,Hyundai,Genesis,5.0,Sedan,automatic,fl,4.2,41244.0,black,black,23000,23700
2009,Dodge,Grand Caravan,SXT,minivan,automatic,mi,3.5,87870.0,blue,gray,7225,7500
2005,Nissan,Altima,2.5 S,Sedan,automatic,fl,1.9,154287.0,black,gray,2700,2200
2012,Hyundai,Sonata,Limited,Sedan,,pa,2.8,49672.0,black,black,14300,13200
2008,Dodge,Ram Pickup 2500,ST,quad cab,automatic,tx,3.7,198109.0,white,gray,11350,14800
1995,chevrolet,astro,2wd ext base,,automatic,oh,2,95598.0,white,blue,500,700
2012,Lexus,IS 250 C,Base,convertible,automatic,nj,2.9,35951.0,black,black,28000,25600
2011,BMW,3 Series,328i xDrive,Sedan,,nj,3.3,39498.0,blue,beige,19600,19000
2013,Infiniti,G Sedan,G37 Journey,G Sedan,automatic,ca,4.8,19967.0,silver,black,22300,20000
2013,Ford,Explorer,Base,suv,automatic,fl,4.9,48462.0,white,gray,17900,18400
2011,Chrysler,200,Touring,Sedan,automatic,ca,3.6,86991.0,white,black,7900,7900
2013,Chevrolet,Cruze,1LT,Sedan,automatic,sc,4.3,36388.0,white,black,11200,11200
2014,Chrysler,200,Touring,sedan,automatic,ne,3.9,10852.0,black,black,12450,13800
2014,Chevrolet,Cruze,2LT,Sedan,automatic,fl,4,15408.0,blue,black,13550,13700
2014,Ford,F-150,XL,Regular Cab,automatic,tx,4.5,7507.0,white,gray,21800,19700
2012,Hyundai,Sonata,Limited,sedan,automatic,fl,3.9,26863.0,black,black,15750,15600
2011,Chevrolet,Impala,LT Fleet,Sedan,automatic,ma,3.1,66644.0,silver,gray,8125,6500
2012,Porsche,Panamera,4,Sedan,,pa,4.4,33112.0,gray,black,50800,50500
2014,Ford,Fusion Hybrid,SE,Sedan,automatic,pa,4,60866.0,white,black,15050,14800
2012,Toyota,Camry,LE,sedan,automatic,ca,2.6,60019.0,gray,gray,11300,11500
2014,Ford,E-Series Van,E-250,E-Series Van,,ca,4.4,4930.0,white,gray,23600,23600
2008,Mercury,Grand Marquis,LS,Sedan,automatic,nc,4.5,96214.0,gray,gray,5050,6000
2012,Porsche,Panamera,S,sedan,automatic,fl,3.5,22455.0,black,beige,56900,56000
2014,Kia,Sorento,LX,SUV,automatic,wi,2.8,41115.0,silver,gray,16900,16500
2014,Dodge,Grand Caravan,R/T,Minivan,automatic,ca,4,31237.0,red,black,18350,19300
2013,Toyota,Camry,SE,Sedan,automatic,fl,2,24959.0,gray,black,15800,14000
2012,Toyota,Venza,LE,Wagon,automatic,nv,5,37234.0,white,beige,17800,18300
